Price,Close,High,Low,Open,Volume
Ticker,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS
Date,,,,,
2014-02-21,917.7238159179688,920.7611413997846,911.5036016816892,914.5201033875854,1717860
2014-02-24,906.1572265625,917.536761779766,902.9119675054845,917.0166751899351,2450424
2014-02-25,910.7342529296875,915.1446291235052,907.0312759669204,910.7759005007287,3305374
2014-02-26,907.9255981445312,913.2721293742306,905.8452516083713,912.8560600669987,3859712
2014-02-28,946.86962890625,948.6379232807865,898.7719812870915,899.125680793763,3988192
2014-03-03,932.0162353515625,956.5435049963244,927.0025790047023,945.2264381717597,1606078
2014-03-04,932.2659301757812,937.8204977128261,925.3384147796475,929.166233229932,2030332
2014-03-05,936.9464721679688,951.2384941109298,933.0562849275703,938.173957940039,2302006
2014-03-06,932.3073120117188,940.3166462775787,928.7290752923451,937.3417913248852,1314562
2014-03-07,927.210693359375,936.1770095881631,895.7142588907436,934.283873429875,4698472
2014-03-10,891.4909057617188,927.2104982325113,888.308016031596,927.0441111329409,3829768
2014-03-11,895.2355346679688,906.0533372649493,882.899119645875,896.6294075574273,2550254
2014-03-12,906.8021850585938,911.0877190202852,895.7971727597553,895.7971727597553,1669788
2014-03-13,894.3617553710938,916.1845691384586,889.0776957468959,893.7376514411629,2019884
2014-03-14,890.2010498046875,898.9176809191476,883.8559932742469,890.8043299457973,2161246
2014-03-18,882.899169921875,895.2980569972675,875.5139388822363,888.5161062055439,2565842
2014-03-19,848.5319213867188,863.3439814649934,837.568503153529,863.3439814649934,8652662
2014-03-20,877.1571044921875,883.2733016768667,836.8816346902169,847.9490657237649,5728956
2014-03-21,884.9796142578125,892.4688634616867,867.5046994487725,884.147475457382,4680776
2014-03-24,895.630859375,897.8567692906162,884.6257445911791,889.1193135656289,2183014
2014-03-25,893.1549072265625,903.7023020745216,886.2273956808153,892.0523644787174,2249968
2014-03-26,871.0411987304688,898.0857069308416,868.565606372629,893.7378024668221,3192350
2014-03-27,871.3533325195312,879.9867724860015,859.2041264729653,874.1409771566717,5012476
2014-03-28,874.6194458007812,883.2528850554584,865.4450960600446,872.4974514244846,2971162
2014-03-31,887.5383911132812,892.4480303001313,866.2564821476273,875.4100088561997,2683268
2014-04-01,905.658203125,909.1115993101207,892.4271764667498,892.4688240367088,2755932
2014-04-02,903.8068237304688,916.1848893334064,899.146866407606,911.1920561490283,3763016
2014-04-03,901.4140625,907.8631361066236,893.5503940243328,904.0561429641551,1581194
2014-04-04,889.9097290039062,909.9434221520353,886.2274756213237,903.7023835913217,1694656
2014-04-07,896.130126953125,901.1853285888093,882.3581917491142,886.2693043275564,2594986
2014-04-09,890.5548095703125,899.5419482979391,875.8259949894366,895.381254735044,3350500
2014-04-10,884.6258544921875,893.9874153605596,880.0699151854672,890.5548430421564,2152886
2014-04-11,900.416015625,904.9094848119283,873.7459209305254,881.2351716813585,2340742
2014-04-15,937.3004150390625,939.484779561959,904.555770983152,907.4474332261437,3597244
2014-04-16,913.8131103515625,941.9809843103275,908.7786307135389,941.9809843103275,3475910
2014-04-17,924.8804931640625,926.5864180859787,891.5117524873593,923.6739327125607,7681438
2014-04-21,924.4024047851562,933.2022340132573,920.0544988582208,923.6742831655437,1842594
2014-04-22,924.110595703125,936.1141321980989,923.6320551347202,929.4778482086166,1486274
2014-04-23,921.073486328125,933.6179360917434,915.8102498951637,928.4170694269884,1938992
2014-04-24,921.073486328125,921.073486328125,921.073486328125,921.073486328125,0
2014-04-25,917.5372314453125,929.9152986193282,912.5235738370873,926.5867427406013,3160448
2014-04-28,911.75390625,924.797623652257,907.0731245454776,917.5372314575797,2550766
2014-04-29,912.9600830078125,917.9945622880462,905.7412398511788,909.5275112020408,1846180
2014-04-30,910.85888671875,917.6824841525,907.4471387915842,909.1530635448763,2397378
2014-05-02,918.8682250976562,923.6321982658835,907.5511604556518,907.5511604556518,1917778
2014-05-05,921.0526733398438,927.4185545279943,917.0791908455183,919.8461128912512,1314478
2014-05-06,914.8945922851562,924.3394451013698,911.1916167574917,921.0524372256992,961232
2014-05-07,901.01904296875,916.6008205325469,890.4300978363606,911.6288118854908,4716182
2014-05-08,899.5626831054688,907.7800520794029,893.5712240198582,900.8317148325178,2606900
2014-05-09,898.6680297851562,908.986568618721,895.3811229858878,895.3811229858878,1799440
2014-05-12,898.4393920898438,901.497440866508,883.3776003473203,895.7973110839963,2886064
2014-05-13,919.9085083007812,931.5792738744515,901.1230177956928,901.1230177956928,2547484
2014-05-14,922.05126953125,931.0383059818303,915.8102296713646,921.3438704169232,1389228
2014-05-15,912.5025024414062,925.7543525695129,903.3489762586964,922.0513757910095,2520196
2014-05-16,899.0217895507812,937.570571689753,873.8495955126824,915.373334258357,5241798
2014-05-19,847.4083862304688,898.7097550646265,831.9306274313521,894.5490617541421,6516606
2014-05-20,860.5144653320312,898.7096455852889,843.788500577299,843.788500577299,4702114
2014-05-21,866.6101684570312,869.1689545703999,855.3554711563995,857.6022052276774,4116946
2014-05-22,878.7176513671875,883.7313073959368,863.3855566286225,872.3934175058524,4216842
2014-05-23,885.3541259765625,894.1332318442272,872.0815513939043,881.6511485704596,3094780
2014-05-26,896.2129516601562,902.7036710504508,887.7251816076628,894.1326059042135,2650850
2014-05-27,886.8311157226562,908.9452656146797,881.2350025239339,898.7722873673135,1795094
2014-05-28,894.7778930664062,898.1896411616509,883.0863045867424,890.3883414410808,1887488
2014-05-29,898.6890869140625,907.0312987621444,888.3913691872904,892.4688696535778,2820710
2014-05-30,890.9501953125,901.6223341318007,886.2901370566678,898.2105855783384,2585648
2014-06-02,886.165283203125,897.7735766172932,880.4235062623676,892.0526234584529,1095158
2014-06-03,885.6454467773438,889.556458864612,875.9093609758686,886.1655335750896,2484628
2014-06-04,869.2728271484375,888.2663509820628,864.175977976453,886.2276519450386,2141062
2014-06-05,875.4722900390625,880.5691396223706,860.4314235331547,866.7141114063929,4348470
2014-06-06,875.5142822265625,885.4067635009568,863.6475299305805,882.1932274528841,3361586
2014-06-09,887.9270629882812,889.6913028513679,873.7289470872735,876.6693810438172,2666196
2014-06-10,906.5569458007812,907.7331401471338,888.4313078931132,888.4313078931132,2628068
2014-06-11,927.0558471679688,930.0173048962977,898.1765835222504,909.434266079713,3544562
2014-06-12,939.825927734375,946.8199202853368,917.331583030417,944.71960990316,2734338
2014-06-13,929.8284301757812,940.5189895144882,917.8566609925911,940.0989274378851,1904022
2014-06-16,953.4361572265625,956.4605844883894,928.3374413352586,928.3374413352586,2439906
2014-06-17,957.6782836914062,964.8823051570816,953.9606943890868,959.7995145087629,1918144
2014-06-18,935.4991455078125,963.2022153153525,933.0837888841478,963.2022153153525,1948824
2014-06-19,956.0824584960938,961.5222427223613,928.3793807511346,936.738576352497,1896354
2014-06-20,962.9501953125,965.7226458437837,950.1803501081507,959.7997299606825,1155674
2014-06-23,953.0577392578125,966.1005827186627,946.840800954304,963.2021958505188,1262734
2014-06-24,969.9442749023438,974.3339027137085,947.2399011077442,953.12076967338,1479100
2014-06-25,970.5742797851562,974.543845195479,963.2021711350143,970.3432251730846,1028422
2014-06-26,969.35595703125,984.6882188252533,962.4249345764266,964.4622761378541,2036182
2014-06-27,1007.9599609375,1011.0473556205673,972.4436923955368,973.2838165358353,3058836
2014-06-30,1018.8182983398438,1022.8509344212526,998.3193554962364,1008.3798195354543,2146470
2014-07-01,1004.2631225585938,1016.1298728303831,1000.7136195368079,1016.0878256130553,1092790
2014-07-02,1008.8206787109375,1013.0842658840328,1001.2175174601813,1008.1485386634928,907740
2014-07-03,1015.6678466796875,1027.0515676536832,1004.7882821380819,1007.7287160741047,1526762
2014-07-04,1012.5595092773438,1018.8604396399905,1008.5689200476673,1013.3575861015969,536136
2014-07-07,1045.3455810546875,1049.3151474708236,1012.5176657291797,1016.5713266104315,2204902
2014-07-08,1028.92138671875,1044.3376497186166,1022.116399249393,1043.8335955642667,2500588
2014-07-09,1007.3719482421875,1038.6665766850117,1000.4200020878704,1037.5534530708183,1554242
2014-07-10,987.9022827148438,1016.3825198161474,980.8452173851208,1007.9602523637258,1990562
2014-07-11,1005.8174438476562,1012.3494285134274,991.8084375623661,995.9670103756582,1329446
2014-07-14,1019.1759033203125,1024.5316963207592,1001.9533532796602,1016.0464604701166,1587924
2014-07-15,1007.8550415039062,1020.7509277760756,1005.5236762814736,1019.1546712464859,1389656
2014-07-16,1008.9258422851562,1018.230173517363,1002.6249129935884,1012.2022434734214,1407240
2014-07-17,1000.566650390625,1020.6666579114479,997.6472400306382,1012.3494098837213,1790220
2014-07-18,1025.45556640625,1043.8543066889151,1022.8512019265627,1029.9922575457626,3507488
2014-07-21,1034.927978515625,1037.4903982969058,1026.2327137275254,1036.7132424055048,981072
2014-07-22,1063.7650146484375,1066.9575270107812,1034.1506423436108,1035.4528756226675,2399016
2014-07-23,1086.343505859375,1090.607197498761,1063.723224411203,1066.957681912456,2065858
2014-07-24,1090.144775390625,1093.001217222413,1078.299048658699,1090.018736292098,1481418
2014-07-25,1094.5765380859375,1098.1891122468428,1078.2991358597722,1089.6408096689713,1806914
2014-07-28,1089.7576904296875,1094.1136291972234,1075.3218424060178,1084.6440630703603,1314922
2014-07-30,1092.1776123046875,1098.4695919072942,1082.7291108862553,1087.8636991563926,1899252
2014-07-31,1085.8646240234375,1093.4192127374588,1081.3192118266807,1083.7813400690725,2407210
2014-08-01,1059.0765380859375,1089.1897875508546,1056.383012938367,1083.7395451459342,2381882
2014-08-04,1063.137451171875,1069.808171285226,1047.1233456925063,1065.641604217615,1828636
2014-08-05,1062.1490478515625,1071.1135947548025,1048.0078848329551,1071.071466676055,1404656
2014-08-06,1054.972900390625,1066.8415070965686,1048.0706790131874,1058.9711621919,1837562
2014-08-07,1039.464111328125,1050.0700082965109,1034.9397615929797,1047.9656595824897,1672656
2014-08-08,1043.2093505859375,1055.414567741281,1037.4434582042018,1037.4434582042018,1464790
2014-08-11,1038.8743896484375,1050.3010599505387,1033.2347785969648,1048.3439548290614,1290896
2014-08-12,1040.2845458984375,1047.9232888610222,1027.006088037311,1047.9232888610222,984552
2014-08-13,1052.195068359375,1064.8000923809632,1039.5479162770669,1039.5479162770669,2768378
2014-08-14,1052.0689697265625,1065.6420167407366,1047.986554430716,1058.0663625932907,1578056
2014-08-18,1046.955078125,1054.2781668058662,1039.5477333375209,1048.4070574451814,1373260
2014-08-19,1026.290283203125,1054.235977105535,1024.8172399424275,1052.173757641096,3234156
2014-08-20,1025.322509765625,1033.255942909705,1022.7342027989189,1028.8157480326797,2056758
2014-08-21,1023.7443237304688,1035.3393027320726,1022.7132136743644,1029.8679974737324,2265450
2014-08-22,1037.1068115234375,1038.790289864601,1025.154156401723,1028.6052664508352,3096238
2014-08-25,1061.4544677734375,1064.1690568401725,1038.2434417228642,1039.5481789184205,3143512
2014-08-26,1066.399658203125,1073.217726740374,1052.1742419023274,1064.3794631083942,1815490
2014-08-27,1073.1959228515625,1080.5400734467569,1058.086752254557,1066.4830763662928,1435460
2014-08-28,1061.580322265625,1072.922735785725,1057.6451509774047,1071.9547152962393,1766288
2014-09-01,1067.8094482421875,1077.4263613571993,1061.8752475121057,1062.864229591427,810148
2014-09-02,1068.12451171875,1075.2372669124943,1058.107901238029,1071.4494419487944,1407940
2014-09-03,1096.954833984375,1100.9952245327615,1068.5882550033186,1068.5882550033186,3061690
2014-09-04,1087.8428955078125,1105.814010130447,1084.7705263214168,1103.52029094554,1701598
2014-09-05,1093.671875,1103.4360299851928,1087.1273316231504,1094.2189233245938,1467060
2014-09-08,1112.232177734375,1115.3045466584642,1093.8612590380797,1099.311500329022,1697342
2014-09-09,1107.4132080078125,1122.4592971997477,1104.8249008977216,1116.146252783551,1418098
2014-09-10,1094.32421875,1112.25330758612,1090.557455797147,1110.2541766766376,1258768
2014-09-11,1093.56689453125,1104.53046870124,1090.6838958052747,1098.46998574253,1075622
2014-09-12,1097.4595947265625,1104.5091604280642,1091.3990109204224,1098.469640651903,1196210
2014-09-15,1076.711181640625,1102.0896499936464,1074.901421031441,1100.153607899838,1151544
2014-09-16,1073.5758056640625,1083.7397705670653,1070.6928063388793,1079.9519422427534,1535608
2014-09-17,1090.557373046875,1096.260177127268,1077.8471306739355,1077.8471306739355,1657700
2014-09-18,1112.06396484375,1116.0622267635881,1086.2646331686233,1090.7679181491112,1483078
2014-09-19,1142.3243408203125,1153.1827979350858,1111.9375737753637,1112.3584434096467,3587864
2014-09-22,1145.523193359375,1150.6577832537546,1126.3525575833435,1142.2403890821836,999584
2014-09-23,1131.3818359375,1171.0488026713638,1129.3196156375666,1146.4489908015416,2055990
2014-09-24,1112.3583984375,1139.2729899114702,1108.04448486051,1133.4018793008654,2442132
2014-09-25,1139.9676513671875,1146.8698729884718,1119.5133439080128,1119.9131495519885,2473158
2014-09-26,1129.614013671875,1146.82753932214,1123.763967294762,1140.5566233423178,1612712
2014-09-29,1164.946044921875,1168.1025670740241,1125.9525157028752,1134.4119334198117,2089534
2014-09-30,1151.7520751953125,1168.6078246705467,1139.7782498932715,1167.0506273131475,2788954
2014-10-01,1168.1656494140625,1179.2765652451637,1151.9200424967926,1158.2330862079552,2142022
2014-10-07,1149.54248046875,1195.1436501890487,1147.1224797268578,1153.0146554462474,3457674
2014-10-08,1129.2772216796875,1153.161570031115,1114.9887201765507,1152.340894911162,1962442
2014-10-09,1138.8941650390625,1146.154165405808,1130.6661440731448,1139.7148401824218,1685176
2014-10-10,1127.2991943359375,1147.9007401708593,1123.090498445193,1138.873108035485,2344362
2014-10-13,1143.3134765625,1146.785651200221,1123.7219736624168,1127.9306701929875,2209532
2014-10-14,1136.0113525390625,1151.3730949507997,1127.4256526752467,1148.974158466914,2369406
2014-10-15,1136.0113525390625,1136.0113525390625,1136.0113525390625,1136.0113525390625,0
2014-10-16,1127.1307373046875,1161.0107347074857,1121.3016531727342,1148.9738249644606,3848014
2014-10-17,1027.40576171875,1056.9508892295996,1022.713106876222,1041.652238485041,9892812
2014-10-20,1019.8934326171875,1049.4805892497905,1017.6417389129314,1047.965417425251,3399242
2014-10-21,1024.14453125,1028.5005747849498,1016.4005680227739,1020.9670464579355,1950732
2014-10-22,1031.9091796875,1047.544444375849,1029.068309860446,1045.8609659598171,2067664
2014-10-27,1034.139892578125,1060.465311598826,1029.0053030350502,1060.1707233732552,2797208
2014-10-28,1043.16748046875,1045.8188768717112,1032.582547882677,1045.8188768717112,2289958
2014-10-29,1056.8521728515625,1060.204828627128,1042.9142964180141,1043.7577370135807,2425016
2014-10-30,1078.8448486328125,1085.8875570364085,1058.0962305076155,1063.494270928242,4111292
2014-10-31,1099.7833251953125,1104.90718565509,1080.025687962857,1080.025687962857,3170070
2014-11-03,1092.4031982421875,1117.1370521543959,1088.2492121873986,1117.1370521543959,2541632
2014-11-05,1096.2625732421875,1112.4988144692788,1092.2562280043337,1112.4988144692788,2310642
2014-11-07,1085.0234375,1103.0940959500388,1078.3391275748468,1098.4973844975511,2126740
2014-11-10,1083.6732177734375,1088.8815031724555,1075.8081776115157,1085.9716751183091,1541964
2014-11-11,1088.333740234375,1093.9426417573281,1077.6641942622746,1087.1951158251318,1249940
2014-11-12,1092.9935302734375,1101.1116456232064,1085.9297156184437,1088.038317007994,1320582
2014-11-13,1091.6019287109375,1098.5392073005003,1081.7758247801564,1094.3642173658504,1645540
2014-11-14,1099.193115234375,1101.1751805211993,1085.930029255287,1090.2315567405205,1457174
2014-11-17,1104.190673828125,1107.0161802487505,1093.2048355237423,1094.406779988793,1570552
2014-11-18,1090.505615234375,1107.711723257617,1087.9330798992262,1104.907324095735,1467026
2014-11-19,1085.40283203125,1095.629551283997,1078.5287692200623,1095.629551283997,1865746
2014-11-20,1098.7711181640625,1100.7953961647775,1079.8359181685648,1091.4121196339217,1795386
2014-11-21,1105.81396484375,1113.3417142086748,1090.8428925504136,1099.8466631273577,2001594
2014-11-24,1120.80615234375,1123.8847314871045,1105.7507564574814,1105.7507564574814,1942766
2014-11-25,1111.65478515625,1129.9574062168508,1103.2203785920904,1121.7760730332418,2371684
2014-11-26,1107.985595703125,1120.236589140434,1102.7984162128776,1109.14532635115,1584800
2014-11-27,1118.9505615234375,1125.1498297235798,1107.1423923959037,1107.9858330478703,1732418
2014-11-28,1114.606689453125,1135.228769765629,1111.3805705253887,1121.0801368732593,1989768
2014-12-01,1135.671875,1138.6450242662886,1115.5558334964444,1117.7698654880733,1896354
2014-12-02,1120.637451171875,1143.2627056457286,1117.2847951471556,1135.6928463297736,1436572
2014-12-03,1111.3809814453125,1127.4273615126156,1104.274950983816,1126.7947808647348,3094670
2014-12-04,1112.4769287109375,1124.7279227394097,1109.082060058366,1123.4627619714238,1285308
2014-12-05,1087.5958251953125,1117.4747572740848,1084.7281058302149,1113.7213838688992,2359676
2014-12-08,1059.6986083984375,1094.3639905118607,1054.9963660857468,1094.3639905118607,3232574
2014-12-09,1060.5633544921875,1079.1822648494403,1058.1384627286532,1061.0482916612707,2487940
2014-12-10,1057.6326904296875,1067.753981373792,1052.6985816862557,1060.6269468509568,2087970
2014-12-11,1050.989990234375,1063.9578868160827,1048.8181723156872,1054.5536084102362,1938822
2014-12-12,1033.5098876953125,1062.7351242026975,1021.6806130424358,1054.300718455057,2380786
2014-12-15,994.6903076171875,1005.80267606042,991.991339523322,1005.7604628568462,3487788
2014-12-16,1030.2840576171875,1037.115907596915,988.9343512513025,991.0429532795569,3339140
2014-12-17,1030.726806640625,1041.6493231368506,1014.3429289372107,1034.6487237491428,2287076
2014-12-18,1037.727294921875,1041.016734403033,1026.8047785114038,1035.3657226229195,1481444
2014-12-19,1058.7503662109375,1064.317055926489,1040.8061392873997,1042.1978374560629,1903130
2014-12-22,1059.951904296875,1066.5307830509244,1043.5048103708227,1065.2656219796897,1643954
2014-12-23,1061.34375,1069.7570517045658,1052.0237905849724,1054.3010396469754,1266476
2014-12-24,1045.82421875,1063.0937488547756,1039.8147039695434,1060.6266437086458,3288972
2014-12-26,1056.409423828125,1058.5180254724924,1039.5406106731848,1048.3967375795285,626206
2014-12-29,1063.9586181640625,1069.883811836004,1057.2533033353275,1057.6750238392506,778920
2014-12-30,1066.9737548828125,1072.2030468369455,1061.0485624695734,1064.844046198598,701342
2014-12-31,1078.8663330078125,1082.3033134655368,1064.8441281519501,1068.0913550004364,1573792
2015-01-01,1073.510009765625,1082.5558885935004,1071.5911620241857,1082.5558885935004,366830
2015-01-02,1087.8062744140625,1092.6560572718683,1075.6397070201242,1075.8083539359081,925740
2015-01-05,1071.2750244140625,1096.4305998848222,1064.6961463518398,1088.460127157837,1754242
2015-01-06,1031.7811279296875,1066.5730594495722,1028.9977322244656,1066.5730594495722,2423784
2015-01-07,1019.5933227539062,1045.508019020508,1015.2706889410703,1041.6493188004847,2636332
2015-01-08,1030.5999755859375,1032.7929003112447,1020.7949796969067,1030.0095054559015,1565408
2015-01-09,1059.4881591796875,1062.6931723766822,1033.2149582216634,1035.3235601772178,3197642
2015-01-12,1058.391357421875,1066.1088590742306,1045.9717158698024,1061.4699360323727,1596006
2015-01-13,1053.4154052734375,1067.1213190449475,1045.9088640981577,1062.7354678216993,1468432
2015-01-14,1063.557861328125,1067.7118489170882,1054.51197832662,1061.0486452588584,1787096
2015-01-15,1070.7899169921875,1088.7762442868634,1064.1056099145262,1068.2173823099158,5009920
2015-01-16,1067.85888671875,1073.278033098958,1047.6796345909218,1072.7297761837588,5293830
2015-01-19,1058.939697265625,1075.808509647395,1055.5659347892708,1069.4827050042313,1135074
2015-01-20,1054.4908447265625,1066.9527042154425,1047.2372738114614,1062.7354998509545,2058566
2015-01-21,1060.1209716796875,1063.579059051476,1049.345992737841,1063.579059051476,2310480
2015-01-22,1060.015380859375,1063.262607497197,1052.4033066967795,1061.259435504887,2113214
2015-01-23,1055.81884765625,1067.8167680470847,1052.6559458154827,1060.2046970251627,3150380
2015-01-27,1057.2769775390625,1062.7491643327244,1051.9949240384028,1061.6294102566276,2738736
2015-01-28,1073.14404296875,1075.383550611917,1057.635854883647,1057.6781525680813,3121980
2015-01-29,1075.278076171875,1085.440767004876,1061.861661250902,1072.4680651788767,3734392
2015-01-30,1048.8255615234375,1088.1028858374439,1043.7336419489268,1082.0601967510365,5817402
2015-02-02,1062.4107666015625,1065.4743566928244,1040.374087418033,1048.8042215878695,3181802
2015-02-03,1081.025146484375,1083.8774555780014,1059.411023285386,1061.3336083645534,2345054
2015-02-04,1062.45361328125,1086.7087667882995,1057.2983486140697,1085.1452992565087,2245418
2015-02-05,1078.5526123046875,1095.1594027564322,1064.4390120453809,1064.861576162906,4530168
2015-02-06,1088.4195556640625,1096.4694229574282,1077.8977501141983,1078.8062217258475,2136416
2015-02-09,1061.861572265625,1085.609763628324,1056.4105351701835,1082.39823433537,2076432
2015-02-10,1031.542724609375,1067.5029851884449,1028.0988670810434,1060.6363158131603,3799054
2015-02-11,1039.465576171875,1051.0227476614643,1034.1201806069027,1037.4162018155587,2937522
2015-02-12,1040.4163818359375,1047.8747017077972,1034.0145756068985,1047.8747017077972,3107980
2015-02-13,1072.7850341796875,1076.5881125874146,1039.6137391789566,1043.7337407873276,4158326
2015-02-16,1092.2442626953125,1096.5543980778555,1079.6518254677922,1081.76464704405,2364392
2015-02-18,1113.73193359375,1116.8378235177186,1083.9834380547966,1092.3502346642358,2660014
2015-02-19,1132.9161376953125,1135.557164804706,1113.4570293202773,1113.8795936577803,2618002
2015-02-20,1130.592041015625,1140.4166619249315,1116.5206278544322,1140.4166619249315,1801588
2015-02-23,1139.5079345703125,1150.2199804300003,1128.6692019575794,1128.6692019575794,1614892
2015-02-24,1142.930908203125,1153.6006578776341,1132.0498763568432,1138.388341510017,2199922
2015-02-25,1129.17626953125,1150.2199917023981,1127.338176777889,1145.1492202474278,1767994
2015-02-26,1122.5208740234375,1137.8599781987919,1109.3791866617164,1132.0497192812416,1991994
2015-02-27,1125.0140380859375,1130.6763581012392,1105.55493260173,1123.788539790165,2877376
2015-03-02,1127.9927978515625,1144.7052320558316,1120.872653210143,1132.3452296042733,2176038
2015-03-03,1173.03857421875,1178.9544748091905,1130.845484813026,1133.3175273972217,3424308
2015-03-04,1160.3614501953125,1188.2929888604465,1147.5365837240904,1178.1091489965518,3862994
2015-03-05,1139.42333984375,1170.7987350913534,1132.9158917251016,1162.0516758371625,2173514
2015-03-09,1118.4429931640625,1132.38761236216,1102.8926093040748,1115.5695358477997,2883174
2015-03-10,1116.7109375,1131.73312279857,1096.6602770252923,1119.3308161897953,3037052
2015-03-11,1101.4351806640625,1124.0000767848467,1097.7377424218375,1116.4150669666797,2240200
2015-03-12,1106.71728515625,1109.1892249361986,1094.4840667110052,1108.7666605466209,1827636
2015-03-13,1091.2091064453125,1115.5487514621568,1088.1032171613454,1114.7247716006325,1586838
2015-03-16,1082.737060546875,1102.8933669652768,1078.3846254771595,1092.413746523532,1556296
2015-03-17,1091.7796630859375,1101.4986446726296,1080.814137102676,1091.2726064187905,1267318
2015-03-18,1081.48974609375,1098.4345089211272,1078.2570680062374,1094.842713156173,1255170
2015-03-19,1097.082763671875,1101.1394229567045,1085.1876177266174,1088.525835038517,2448964
2015-03-20,1103.2943115234375,1106.2734106687665,1089.730058494141,1096.9769954530625,1963908
2015-03-23,1105.9140625,1111.7666190353855,1101.2025120510127,1105.4281548447618,1566608
2015-03-24,1094.9906005859375,1114.3017633372638,1091.1030306908153,1111.3438140223752,2394878
2015-03-25,1087.5745849609375,1104.5827936232697,1075.5103566928997,1095.0328016549074,2224858
2015-03-26,1061.9466552734375,1093.0473338108445,1056.8335846693178,1078.9337238462101,3091642
2015-03-27,1062.664794921875,1086.793156202338,1058.1433772357916,1069.5103164168452,2751776
2015-03-30,1083.5177001953125,1085.9474437802833,1064.8615363697802,1066.9743568784504,1339006
2015-03-31,1079.2081298828125,1085.7578768759,1065.2846561014987,1085.7578768759,2427028
2015-04-01,1074.43310546875,1083.2859103275855,1065.8128347793993,1080.9195089169207,2075758
2015-04-06,1076.3980712890625,1082.9900125267409,1056.4530567903907,1080.919488704962,1568542
2015-04-07,1092.3284912109375,1098.2443901962192,1075.003358468327,1082.7996475694836,1886922
2015-04-08,1116.1610107421875,1122.5417712803214,1094.800473459379,1096.1315093924916,1652134
2015-04-09,1125.9434814453125,1135.6201605457932,1113.5200318268007,1123.5982294570908,2544450
2015-04-10,1121.3795166015625,1128.5842553723269,1110.4984906750472,1119.1610550048943,1815544
2015-04-13,1122.119384765625,1126.133745208206,1110.4988676949963,1125.711180951092,1308642
