Date,Close,High,Low,Open,Volume,Daily_Return,MA5,MA10,MA30,Lag1,Lag2,Volatility_5d,Target_Close,Target_UpDown
2014-02-11,874.4527587890625,884.7712969342269,872.081184281279,873.7454613505181,3568786,0.003892728987654248,891.1622680664062,903.8503540039062,927.0428833007812,871.0619506835938,892.2190551757812,0.016970148028952275,876.0130615234375,1
2014-02-12,876.0130615234375,883.5647800432847,871.6651577826008,881.2347514002618,3074348,0.0017843190712047985,883.7603637695313,899.5086364746094,926.4323710123698,874.4527587890625,871.0619506835938,0.011430637041363507,887.7880859375,1
2014-02-13,887.7880859375,889.7227680237585,872.2895007231253,876.6582294412713,2094350,0.013441608271896222,880.306982421875,896.019873046875,926.0246968587239,876.0130615234375,874.4527587890625,0.014932730080715773,901.9967041015624,1
2014-02-14,901.9967041015624,909.0075132875842,885.437225219166,889.5146235895462,1910062,0.01600451547968018,882.2625122070312,892.9763305664062,925.3264343261719,887.7880859375,876.0130615234375,0.015743422737227095,900.95654296875,0
2014-02-17,900.95654296875,909.5276123352468,893.3841010044437,898.7098090778285,1670394,-0.0011531762012905178,888.2414306640625,891.7676696777344,924.3526041666667,901.9967041015624,887.7880859375,0.007511593992086133,901.2061157226562,1
2014-02-18,901.2061157226562,911.6078483602676,896.983052903554,900.7900464171518,1526916,0.0002770086480352596,893.5921020507812,892.3771850585938,923.8501831054688,900.95654296875,901.9967041015624,0.008017719235184264,914.4993896484376,1
2014-02-19,914.4993896484376,921.5933906917656,899.6457377080227,902.8702744023168,1072918,0.014750536746104714,901.2893676757812,892.5248657226563,923.4240010579427,901.2061157226562,900.95654296875,0.008373667212239151,910.9214477539062,0
2014-02-20,910.9214477539062,924.506071037241,908.1961732682212,917.8489616148306,1587924,-0.003912459576279059,905.9160400390625,893.1115112304688,922.7498026529948,914.4993896484376,901.2061157226562,0.009428489972683808,917.7238159179688,1
2014-02-21,917.7238159179688,920.7611413997846,911.5036016816892,914.5201033875854,1717860,0.007467568340645991,909.0614624023438,895.6619873046875,921.7631266276042,910.9214477539062,914.4993896484376,0.007571318576154886,906.1572265625,0
2014-02-24,906.1572265625,917.536761779766,902.9119675054844,917.0166751899352,2450424,-0.01260356237339122,910.1015991210937,899.1715148925781,919.1746663411458,917.7238159179688,910.9214477539062,0.010493174707071532,910.7342529296876,1
2014-02-25,910.7342529296876,915.1446291235052,907.0312759669204,910.7759005007288,3305374,0.005051028930763479,912.0072265625,902.7996643066406,917.3202290852864,906.1572265625,917.7238159179688,0.01060527044783715,907.9255981445312,0
2014-02-26,907.9255981445312,913.2721293742306,905.8452516083712,912.8560600669988,3859712,-0.0030839454825832835,910.6924682617188,905.99091796875,915.0004536946615,910.7342529296876,906.1572265625,0.007983046938453005,946.86962890625,1
2014-02-28,946.86962890625,948.6379232807864,898.7719812870915,899.125680793763,3988192,0.04289341642234357,917.8821044921875,911.899072265625,914.0245035807292,907.9255981445312,910.7342529296876,0.02105870291584081,932.0162353515624,0
2014-03-03,932.0162353515624,956.5435049963244,927.0025790047024,945.2264381717596,1606078,-0.015686841251677963,920.7405883789063,914.901025390625,914.4535705566407,946.86962890625,907.9255981445312,0.023584327107308525,932.2659301757812,1
2014-03-04,932.2659301757812,937.820497712826,925.3384147796476,929.166233229932,2030332,0.00026790823458644475,925.9623291015625,918.0319641113281,913.1583374023437,932.0162353515624,946.86962890625,0.022066130023749117,936.9464721679688,1
2014-03-05,936.9464721679688,951.2384941109298,933.0562849275703,938.173957940039,2302006,0.005020608219915346,931.2047729492188,921.6059997558593,912.8207071940104,932.2659301757812,932.0162353515624,0.022066422788998993,932.3073120117188,0
2014-03-06,932.3073120117188,940.3166462775788,928.7290752923452,937.3417913248852,1314562,-0.00495136093048687,936.0811157226562,923.3867919921875,912.4149678548177,936.9464721679688,932.2659301757812,0.022270973247164646,927.210693359375,0
2014-03-07,927.210693359375,936.1770095881632,895.7142588907436,934.283873429875,4698472,-0.005466672401556405,932.1493286132812,925.0157165527344,912.1383809407552,932.3073120117188,936.9464721679688,0.0077312935404189025,891.4909057617188,0
2014-03-10,891.4909057617188,927.2104982325112,888.308016031596,927.0441111329408,3829768,-0.038523916789872215,924.0442626953125,922.3924255371094,910.7230590820312,927.210693359375,932.3073120117188,0.017194813713529086,895.2355346679688,1
2014-03-11,895.2355346679688,906.0533372649492,882.899119645875,896.6294075574273,2550254,0.004200411784403446,916.63818359375,921.3002563476563,909.6419759114583,891.4909057617188,927.210693359375,0.017788986446801328,906.8021850585938,1
2014-03-12,906.8021850585938,911.0877190202852,895.7971727597553,895.7971727597553,1669788,0.012920231539865101,910.609326171875,920.9070495605469,909.1856892903646,895.2355346679688,891.4909057617188,0.01949711117052456,894.3617553710938,0
2014-03-13,894.3617553710938,916.1845691384586,889.0776957468959,893.7376514411629,2019884,-0.013719011590930585,903.02021484375,919.5506652832031,908.3500732421875,906.8021850585938,895.2355346679688,0.019731137192939275,890.2010498046875,0
2014-03-14,890.2010498046875,898.9176809191476,883.8559932742469,890.8043299457973,2161246,-0.004652150588304038,895.6182861328125,913.8838073730469,907.2675842285156,894.3617553710938,906.8021850585938,0.019761835978664453,882.899169921875,0
2014-03-18,882.899169921875,895.2980569972675,875.5139388822363,888.5161062055439,2565842,-0.00820250648369214,893.8999389648437,908.9721008300781,905.6164855957031,890.2010498046875,894.3617553710938,0.010533741041707055,848.5319213867188,0
2014-03-19,848.5319213867188,863.3439814649934,837.568503153529,863.3439814649934,8652662,-0.03892545117943347,884.5592163085937,900.5986999511719,903.4661112467448,882.899169921875,890.2010498046875,0.018750667523346257,877.1571044921875,1
2014-03-20,877.1571044921875,883.2733016768667,836.8816346902169,847.9490657237649,5728956,0.03373495137187987,878.6302001953125,894.6197631835937,902.8676493326823,848.5319213867188,882.899169921875,0.026117906264690818,884.9796142578125,1
